Airport,AP_NAME,FAA REGION,CITY,STATE,AP Type
FWA,FORT WAYNE INTL,AGL,FORT WAYNE,IN,Federalized/Commercial
4G3,MILLER,AGL,ALLIANCE,OH,Public Use
O86,TRINITY CENTER,AWP,TRINITY CENTER,CA,Public Use
40U,MANILA,ANM,MANILA,UT,Public Use
HZL,HAZLETON MUNI,AEA,HAZLETON,PA,Public Use
21N,MATTITUCK,AEA,MATTITUCK,NY,Public Use
1D4,MAYFIELD,AGL,AKRON,OH,Public Use
CRZ,CORNING MUNI,ACE,CORNING,IA,Public Use
4C8,ALBIA MUNI,ACE,ALBIA,IA,Public Use
N13,BLOOMSBURG MUNI,AEA,BLOOMSBURG,PA,Public Use
3G3,WADSWORTH MUNI,AGL,WADSWORTH,OH,Public Use
12N,AEROFLEX-ANDOVER,AEA,ANDOVER,NJ,Public Use
RDK,RED OAK MUNI,ACE,RED OAK,IA,Public Use
FDY,FINDLAY,AGL,FINDLAY,OH,Public Use
O89,FALL RIVER MILLS,AWP,FALL RIVER MILLS,CA,Public Use
C75,MARSHALL COUNTY,AGL,LACON,IL,Public Use
CNC,CHARITON MUNI,ACE,CHARITON,IA,Public Use
CSQ,CRESTON MUNI,ACE,CRESTON,IA,Public Use
UCP,NEW CASTLE MUNI,AEA,NEW CASTLE,PA,Public Use
3N5,NEWTON,AEA,NEWTON,NJ,Public Use
15G,WELTZIEN SKYPARK,AGL,WADSWORTH,OH,Public Use
OWX,PUTNAM COUNTY,AGL,OTTAWA,OH,Public Use
N53,STROUDSBURG-POCONO,AEA,EAST STROUDSBURG,PA,Public Use
DWX,DIXON,ANM,DIXON,WY,Public Use
AKR,AKRON FULTON INTL,AGL,AKRON,OH,Public Use
8G1,WILLARD,AGL,WILLARD,OH,Public Use
O21,HOOPA,AWP,HOOPA,CA,Public Use
FIG,CLEARFIELD-LAWRENCE,AEA,CLEARFIELD,PA,Public Use
I75,OSCEOLA MUNI,ACE,OSCEOLA,IA,Public Use
FFL,FAIRFIELD MUNI,ACE,FAIRFIELD,IA,Public Use
RCR,FULTON COUNTY,AGL,ROCHESTER,IN,Public Use
HPN,WESTCHESTER COUNTY,AEA,WHITE PLAINS,NY,Federalized/Commercial
IKK,GREATER KANKAKEE,AGL,KANKAKEE,IL,Public Use
MTP,MONTAUK,AEA,MONTAUK,NY,Public Use
CNP,BILLY G RAY FIELD,ACE,CHAPPELL,NE,Public Use
RWN,ARENS FIELD,AGL,WINAMAC,IN,Public Use
16G,SENECA COUNTY,AGL,TIFFIN,OH,Public Use
SNY,SIDNEY MUNI/LLOYD W. CARR FIELD,ACE,SIDNEY,NE,Public Use
3KK,KANKAKEE,AGL,KANKAKEE,IL,Public Use
R47,RUHE'S,AGL,LEIPSIC,OH,Public Use
OTM,OTTUMWA RGNL,ACE,OTTUMWA,IA,Public Use
07K,CENTRAL CITY MUNI - LARRY REINEKE FIELD,ACE,CENTRAL CITY,NE,Public Use
LWL,WELLS MUNI/HARRIET FIELD,AWP,WELLS,NV,Public Use
OGA,SEARLE FIELD,ACE,OGALLALA,NE,Public Use
LBF,NORTH PLATTE RGNL AIRPORT LEE BIRD FIELD,ACE,NORTH PLATTE,NE,Federalized/Commercial
4N1,GREENWOOD LAKE,AEA,WEST MILFORD,NJ,Public Use
04G,LANSDOWNE,AGL,YOUNGSTOWN,OH,Public Use
1G5,MEDINA MUNI,AGL,MEDINA,OH,Public Use
DTG,DWIGHT,AGL,DWIGHT,IL,Public Use
LHV,WILLIAM T. PIPER MEMORIAL,AEA,LOCK HAVEN,PA,Public Use
MPO,POCONO MOUNTAINS MUNI,AEA,MOUNT POCONO,PA,Public Use
4P2,OLD PORTAGE,AGL,AKRON,OH,Public Use
O55,SOUTHARD FIELD,AWP,BIEBER,CA,Public Use
SMD,SMITH FIELD,AGL,FORT WAYNE,IN,Public Use
29D,GROVE CITY,AEA,GROVE CITY,PA,Public Use
6D5,SCHMELTZER,AGL,AKRON,OH,Public Use
48P,ROCKY HILL,AEA,CRESCO,PA,Public Use
42U,MORGAN COUNTY,ANM,MORGAN,UT,Public Use
C98,LAKE VILLAGE,AGL,LAKE VILLAGE,IN,Public Use
C92,MENTONE,AGL,MENTONE,IN,Public Use
1G3,KENT STATE UNIV,AGL,KENT,OH,Public Use
82V,PINE BLUFFS MUNI,ANM,PINE BLUFFS,WY,Public Use
CYS,CHEYENNE RGNL/JERRY OLSON FIELD,ANM,CHEYENNE,WY,Federalized/Commercial
67D,READER-BOTSFORD,AGL,WELLINGTON,OH,Public Use
BDR,IGOR I SIKORSKY MEMORIAL,ANE,BRIDGEPORT,CT,Public Use
BID,BLOCK ISLAND STATE,ANE,BLOCK ISLAND,RI,Public Use
2H8,PAULDING AIRPORT INC,AGL,PAULDING,OH,Public Use
DUJ,DUBOIS RGNL,AEA,DUBOIS,PA,Public Use
2V3,HARTENBOWER HECTARES,AGL,LOSTANT,IL,Public Use
A26,ADIN,AWP,ADIN,CA,Public Use
IBM,KIMBALL MUNI/ROBERT E ARRAJ FIELD,ACE,KIMBALL,NE,Public Use
FZI,FOSTORIA METROPOLITAN,AGL,FOSTORIA,OH,Public Use
OGD,OGDEN-HINCKLEY,ANM,OGDEN,UT,Federalized/Commercial
MLE,MILLARD,ACE,OMAHA,NE,Public Use
FWN,SUSSEX,AEA,SUSSEX,NJ,Public Use
92D,LAGRANGE,AGL,LAGRANGE,OH,Public Use
EZI,KEWANEE MUNI,AGL,KEWANEE,IL,Public Use
01H,LAKE MAXINKUCKEE,AGL,CULVER,IN,Public Use
P96,JERSEY SHORE,AEA,JERSEY SHORE,PA,Public Use
POV,PORTAGE COUNTY,AGL,RAVENNA,OH,Public Use
H43,HAVERSTRAW,AEA,HAVERSTRAW,NY,Public Use
41N,BRACEVILLE,AGL,NEWTON FALLS,OH,Public Use
6D7,DESHLER MUNI LANDING STRIP,AGL,DESHLER,OH,Public Use
8N4,FLYING DOLLAR,AEA,CANADENSIS,PA,Public Use
02D,WINONA LAKE,AGL,WINONA LAKE,IN,Public Use
5D9,BANDIT FIELD AIRDROME,AGL,CLYDE,OH,Public Use
AXQ,CLARION COUNTY,AEA,CLARION,PA,Public Use
OOA,OSKALOOSA MUNI,ACE,OSKALOOSA,IA,Public Use
01L,BASS LAKE,AGL,WINONA,IN,Public Use
82D,WEIKER,AGL,GREEN SPRINGS,OH,Public Use
C97,LOWELL,AGL,LOWELL,IN,Public Use
93Y,DAVID CITY MUNI,ACE,DAVID CITY,NE,Public Use
,,,,,
AHQ,WAHOO MUNI,ACE,WAHOO,NE,Public Use
IPT,WILLIAMSPORT RGNL,AEA,WILLIAMSPORT,PA,Federalized/Commercial
5A1,NORWALK-HURON COUNTY,AGL,NORWALK,OH,Public Use
C00,MERCER COUNTY,AGL,ALEDO,IL,Public Use
0B8,ELIZABETH FIELD,AEA,FISHERS ISLAND,NY,Public Use
ACK,NANTUCKET MEMORIAL,ANE,NANTUCKET,MA,Public Use
CBF,COUNCIL BLUFFS MUNI,ACE,COUNCIL BLUFFS,IA,Public Use
YNG,YOUNGSTOWN-WARREN RGNL,AGL,YOUNGSTOWN/WARREN,OH,Federalized/Commercial
1O6,DUNSMUIR MUNI-MOTT,AWP,DUNSMUIR,CA,Public Use
HVN,TWEED-NEW HAVEN,ANE,NEW HAVEN,CT,Public Use
62D,WARREN,AGL,WARREN,OH,Public Use
ASW,WARSAW MUNI,AGL,WARSAW,IN,Public Use
EVW,EVANSTON-UINTA COUNTY BURNS FIELD,ANM,EVANSTON,WY,Public Use
AWG,WASHINGTON MUNI,ACE,WASHINGTON,IA,Public Use
0F4,LOUP CITY MUNI,ACE,LOUP CITY,NE,Public Use
N72,WARWICK MUNI,AEA,WARWICK,NY,Public Use
I64,ORTNER,AGL,WAKEMAN,OH,Public Use
S24,SANDUSKY COUNTY RGNL,AGL,FREMONT,OH,Public Use
WBW,WILKES-BARRE WYOMING VALLEY,AEA,WILKES-BARRE,PA,Public Use
OXV,KNOXVILLE MUNI,ACE,KNOXVILLE,IA,Public Use
OMA,EPPLEY AIRFIELD,ACE,OMAHA,NE,Federalized/Commercial
GWB,DE KALB COUNTY,AGL,AUBURN,IN,Public Use
LAR,LARAMIE RGNL,ANM,LARAMIE,WY,Public Use
4G8,COLUMBIA,AGL,COLUMBIA STATION,OH,Public Use
GFZ,GREENFIELD MUNI,ACE,GREENFIELD,IA,Public Use
GON,GROTON-NEW LONDON,ANE,GROTON (NEW LONDON),CT,Public Use
OXI,STARKE COUNTY,AGL,KNOX,IN,Public Use
1G1,ELYRIA,AGL,ELYRIA,OH,Public Use
01B,TIPPECANOE,AGL,WARSAW,IN,Public Use
14G,FREMONT,AGL,FREMONT,OH,Public Use
3D8,BORDNER,AGL,BOWLING GREEN,OH,Public Use
DFI,DEFIANCE MEMORIAL,AGL,DEFIANCE,OH,Public Use
AVP,WILKES-BARRE/SCRANTON INTL,AEA,WILKES-BARRE/SCRANTON,PA,Federalized/Commercial
LPR,LORAIN COUNTY RGNL,AGL,LORAIN/ELYRIA,OH,Public Use
70N,SPRING HILL,AEA,STERLING,PA,Public Use
WST,WESTERLY STATE,ANE,WESTERLY,RI,Public Use
VYS,ILLINOIS VALLEY RGNL-WALTER A DUNCAN FIELD,AGL,PERU,IL,Public Use
7D8,GATES,AGL,GARRETTSVILLE,OH,Public Use
1B2,KATAMA AIRPARK,ANE,EDGARTOWN,MA,Public Use
3Y3,WINTERSET MUNI,ACE,WINTERSET,IA,Public Use
C65,PLYMOUTH MUNI,AGL,PLYMOUTH,IN,Public Use
MUT,MUSCATINE MUNI,ACE,MUSCATINE,IA,Public Use
3NO,NORTH OMAHA,ACE,OMAHA,NE,Public Use
DXR,DANBURY MUNI,ANE,DANBURY,CT,Public Use
7W5,HENRY COUNTY,AGL,NAPOLEON,OH,Public Use
C56,BULT FIELD,AGL,MONEE,IL,Public Use
FKL,VENANGO RGNL,AEA,FRANKLIN,PA,Public Use
SNC,CHESTER,ANE,CHESTER,CT,Public Use
1G0,WOOD COUNTY,AGL,BOWLING GREEN,OH,Public Use
FBR,FORT BRIDGER,ANM,FORT BRIDGER,WY,Public Use
MVY,MARTHAS VINEYARD,ANE,VINEYARD HAVEN,MA,Public Use
8N2,SKYDIVE CHICAGO,AGL,OTTAWA,IL,Public Use
PEA,PELLA MUNI,ACE,PELLA,IA,Public Use
OKS,GARDEN COUNTY,ACE,OSHKOSH,NE,Public Use
01D,LAKE WAWASEE,AGL,SYRACUSE,IN,Public Use
88D,HINDE,AGL,HURON,OH,Public Use
AIO,ATLANTIC MUNI,ACE,ATLANTIC,IA,Public Use
97Y,GENOA MUNI,ACE,GENOA,NE,Public Use
CLE,CLEVELAND-HOPKINS INTL,AGL,CLEVELAND,OH,Federalized/Commercial
A24,CALIFORNIA PINES,AWP,ALTURAS,CA,Public Use
OYM,ST MARYS MUNI,AEA,ST MARYS,PA,Public Use
BTA,BLAIR MUNI,ACE,BLAIR,NE,Public Use
C09,MORRIS MUNI - JAMES R. WASHBURN FIELD,AGL,MORRIS,IL,Public Use
4C2,WALKER/ROWE WATERLOO,AGL,WATERLOO,IN,Public Use
06N,RANDALL,AEA,MIDDLETOWN,NY,Public Use
SKY,GRIFFING SANDUSKY,AGL,SANDUSKY,OH,Public Use
BBW,BROKEN BOW MUNI/KEITH GLAZE FLD,ACE,BROKEN BOW,NE,Public Use
3G8,GEN-AIRPARK,AGL,GENESEO,IL,Public Use
Y43,ANITA MUNI-KEVIN BURKE MEMORIAL FIELD,ACE,ANITA,IA,Public Use
SAA,SHIVELY FIELD,ANM,SARATOGA,WY,Public Use
42B,GOODSPEED,ANE,EAST HADDAM,CT,Public Use
C03,NAPPANEE MUNI,AGL,NAPPANEE,IN,Public Use
4G1,GREENVILLE MUNI,AEA,GREENVILLE,PA,Public Use
MLI,QUAD CITY INTL,AGL,MOLINE,IL,Federalized/Commercial
OLU,COLUMBUS MUNI,ACE,COLUMBUS,NE,Public Use
7G8,GEAUGA COUNTY,AGL,MIDDLEFIELD,OH,Public Use
FET,FREMONT MUNI,ACE,FREMONT,NE,Public Use
4C1,FLYING U RANCH,AGL,UNION MILLS,IN,Public Use
VPZ,PORTER COUNTY RGNL,AGL,VALPARAISO,IN,Public Use
48U,GTR GREEN RIVER INTERGALACTIC SPACEPORT,ANM,GREEN RIVER,WY,Public Use
I04,QUAD-CITY,AGL,MOLINE,IL,Public Use
0G6,WILLIAMS COUNTY,AGL,BRYAN,OH,Public Use
C62,KENDALLVILLE MUNI,AGL,KENDALLVILLE,IN,Public Use
OXC,WATERBURY-OXFORD,ANE,OXFORD,CT,Public Use
O46,WEED,AWP,WEED,CA,Public Use
AAT,ALTURAS MUNI,AWP,ALTURAS,CA,Public Use
08R,RICHMOND,ANE,WEST KINGSTON,RI,Public Use
4C3,YALESVILLE,ANE,YALESVILLE,CT,Public Use
SWF,STEWART INTL,AEA,NEWBURGH,NY,Federalized/Commercial
MMK,MERIDEN MARKHAM MUNI,ANE,MERIDEN,CT,Public Use
MGJ,ORANGE COUNTY,AEA,MONTGOMERY,NY,Public Use
S51,ANDY MC BETH,AWP,KLAMATH GLEN,CA,Public Use
N30,CHERRY RIDGE,AEA,HONESDALE,PA,Public Use
08U,STEVENS-CROSBY,AWP,NORTH FORK,NV,Public Use
PCW,CARL R KELLER FIELD,AGL,PORT CLINTON,OH,Public Use
BKL,BURKE LAKEFRONT,AGL,CLEVELAND,OH,Public Use
JOT,JOLIET RGNL,AGL,JOLIET,IL,Public Use
0C8,CUSHING FIELD LTD,AGL,NEWARK,IL,Public Use
05C,GRIFFITH-MERRILLVILLE,AGL,GRIFFITH,IN,Public Use
0C7,GRANDPAS' FARM MENDOTA,AGL,MENDOTA,IL,Public Use
GSH,GOSHEN MUNI,AGL,GOSHEN,IN,Public Use
76N,SKYHAVEN,AEA,TUNKHANNOCK,PA,Public Use
UUU,NEWPORT STATE,ANE,NEWPORT,RI,Public Use
DSM,DES MOINES INTL,ACE,DES MOINES,IA,Federalized/Commercial
IGQ,LANSING MUNI,AGL,CHICAGO,IL,Public Use
7C5,SIG FIELD,ACE,MONTEZUMA,IA,Public Use
01F,HAMILTON LAKE,AGL,HAMILTON,IN,Public Use
O59,CEDARVILLE,AWP,CEDARVILLE,CA,Public Use
3HO,HOBART SKY RANCH,AGL,HOBART,IN,Public Use
BMC,BRIGHAM CITY,ANM,BRIGHAM CITY,UT,Public Use
A30,SCOTT VALLEY,AWP,FORT JONES,CA,Public Use
99Y,GREELEY MUNI,ACE,GREELEY,NE,Public Use
TF8,TINLEY PARK HELISTOP,AGL,CHICAGO/TINLEY PARK,IL,Public Use
TDZ,TOLEDO  EXECUTIVE,AGL,TOLEDO,OH,Public Use
CGF,CUYAHOGA COUNTY,AGL,CLEVELAND,OH,Public Use
6Y2,CANDLELIGHT,ANE,NEW MILFORD,CT,Public Use
11N,CANDLELIGHT FARMS,ANE,NEW MILFORD,CT,Public Use
PPO,LA PORTE MUNI,AGL,LA PORTE,IN,Public Use
8C2,SULLY MUNI,ACE,SULLY,IA,Public Use
N69,STORMVILLE,AEA,STORMVILLE,NY,Public Use
HNR,HARLAN MUNI,ACE,HARLAN,IA,Public Use
5B6,FALMOUTH AIRPARK,ANE,FALMOUTH,MA,Public Use
TOL,TOLEDO EXPRESS,AGL,TOLEDO,OH,Federalized/Commercial
9N3,SEAMANS FIELD,AEA,FACTORYVILLE,PA,Public Use
9B8,SALMON RIVER AIRFIELD,ANE,MARLBOROUGH,CT,Public Use
RKS,ROCK SPRINGS-SWEETWATER COUNTY,ANM,ROCK SPRINGS,WY,Public Use
N82,WURTSBORO-SULLIVAN COUNTY,AEA,WURTSBORO,NY,Public Use
OQU,QUONSET STATE,ANE,NORTH KINGSTOWN,RI,Public Use
89D,KELLEYS ISLAND LAND FLD,AGL,KELLEYS ISLAND,OH,Public Use
LOT,LEWIS UNIVERSITY,AGL,CHICAGO/ROMEOVILLE,IL,Public Use
6G1,TITUSVILLE,AEA,TITUSVILLE,PA,Public Use
USE,FULTON COUNTY,AGL,WAUSEON,OH,Public Use
DVN,DAVENPORT MUNI,ACE,DAVENPORT,IA,Public Use
SCB,SCRIBNER STATE,ACE,SCRIBNER,NE,Public Use
GYY,GARY/CHICAGO INTL,AGL,GARY,IN,Federalized/Commercial
2C9,TOLEDO SEAPLANE BASE,AGL,TOLEDO,OH,Public Use
ODX,EVELYN SHARP FIELD,ACE,ORD,NE,Public Use
GKJ,PORT MEADVILLE,AEA,MEADVILLE,PA,Public Use
POU,DUTCHESS COUNTY,AEA,POUGHKEEPSIE,NY,Public Use
N45,KOBELT,AEA,WALLKILL,NY,Public Use
N41,WATERBURY,ANE,WATERBURY,CT,Public Use
09K,SARGENT MUNI,ACE,SARGENT,NE,Public Use
3W2,PUT IN BAY,AGL,PUT IN BAY,OH,Public Use
ANQ,TRI-STATE STEUBEN COUNTY,AGL,ANGOLA,IN,Public Use
IOW,IOWA CITY MUNI,ACE,IOWA CITY,IA,Public Use
6T2,SEAGATE HELISTOP,AGL,TOLEDO,OH,Public Use
Y76,MORNINGSTAR FIELD,ACE,DES MOINES,IA,Public Use
3C1,MISHAWAKA PILOTS CLUB,AGL,ELKHART,IN,Public Use
2G1,CONCORD AIRPARK,AGL,PAINESVILLE,OH,Public Use
HYA,BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD,ANE,HYANNIS,MA,Federalized/Commercial
Q58,CROOKED LAKE,AGL,ANGOLA,IN,Public Use
TNU,NEWTON MUNI,ACE,NEWTON,IA,Public Use
EWB,NEW BEDFORD RGNL,ANE,NEW BEDFORD,MA,Public Use
3H5,ERIE AIR PARK,AGL,ERIE,IL,Public Use
LNN,WILLOUGHBY LOST NATION MUNI,AGL,WILLOUGHBY,OH,Public Use
2B1,CAPE COD,ANE,MARSTON MILLS,MA,Public Use
GCT,GUTHRIE COUNTY RGNL,ACE,GUTHRIE CENTER,IA,Public Use
CQX,CHATHAM MUNI,ANE,CHATHAM,MA,Public Use
3T7,MIDDLE BASS ISLAND,AGL,MIDDLE BASS ISLAND,OH,Public Use
4B8,ROBERTSON FIELD,ANE,PLAINVILLE,CT,Public Use
IKV,ANKENY RGNL,ACE,ANKENY,IA,Public Use
3W9,MIDDLE BASS-EAST POINT,AGL,MIDDLE BASS ISLAND,OH,Public Use
1C5,BOLINGBROOK'S CLOW INTL,AGL,BOLINGBROOK,IL,Public Use
01E,LAKE JAMES,AGL,ANGOLA,IN,Public Use
ADU,AUDUBON COUNTY,ACE,AUDUBON,IA,Public Use
MSV,SULLIVAN COUNTY INTL,AEA,MONTICELLO,NY,Public Use
MGC,MICHIGAN CITY MUNI-PHILLIPS FIELD,AGL,MICHIGAN CITY,IN,Public Use
44N,SKY ACRES,AEA,MILLBROOK,NY,Public Use
SBN,SOUTH BEND,AGL,SOUTH BEND,IN,Federalized/Commercial
GGI,GRINNELL RGNL,ACE,GRINNELL,IA,Public Use
3X5,NORTH BASS ISLAND,AGL,NORTH BASS ISLAND,OH,Public Use
EKM,ELKHART MUNI,AGL,ELKHART,IN,Public Use
N09,NORTHFIELD,ANE,THOMASTON,CT,Public Use
PVD,THEODORE FRANCIS GREEN STATE,ANE,PROVIDENCE,RI,Federalized/Commercial
N89,JOSEPH Y RESNICK,AEA,ELLENVILLE,NY,Public Use
N38,WELLSBORO JOHNSTON,AEA,WELLSBORO,PA,Public Use
BVN,ALBION MUNI,ACE,ALBION,NE,Public Use
1O5,MONTAGUE-YREKA ROHRER FIELD,AWP,MONTAGUE,CA,Public Use
57P,CLEAR LAKE,AGL,CLEAR LAKE,IN,Public Use
DUH,TOLEDO SUBURBAN,AGL,LAMBERTVILLE,MI,Public Use
3Y4,WOODBINE MUNI,ACE,WOODBINE,IA,Public Use
HFD,HARTFORD-BRAINARD,ANE,HARTFORD,CT,Public Use
N27,BRADFORD COUNTY,AEA,TOWANDA,PA,Public Use
SQI,WHITESIDE CO ARPT-JOS H BITTORF FLD,AGL,STERLING/ROCKFALLS,IL,Public Use
IJD,WINDHAM,ANE,WILLIMANTIC,CT,Public Use
C67,LAKE PLEASANT,AGL,ANGOLA,IN,Public Use
C82,BRESSON,AGL,COMPTON,IL,Public Use
8C4,MATHEWS MEMORIAL,ACE,TIPTON,IA,Public Use
TQE,TEKAMAH MUNI,ACE,TEKAMAH,NE,Public Use
0C2,HINCKLEY,AGL,HINCKLEY,IL,Public Use
ARR,AURORA MUNI,AGL,CHICAGO/AURORA,IL,Public Use
BUB,CRAM FIELD,ACE,BURWELL,NE,Public Use
7D9,GERMACK,AGL,GENEVA,OH,Public Use
HZY,ASHTABULA COUNTY,AGL,ASHTABULA,OH,Public Use
CEC,JACK MC NAMARA FIELD,AWP,CRESCENT CITY,CA,Federalized/Commercial
SIY,SISKIYOU COUNTY,AWP,MONTAGUE,CA,Public Use
MDW,CHICAGO MIDWAY INTL,AGL,CHICAGO,IL,Federalized/Commercial
P32,HUSKY HAVEN,AEA,MONTROSE,PA,Public Use
36S,HAPPY CAMP,AWP,HAPPY CAMP,CA,Public Use
LGU,LOGAN-CACHE,ANM,LOGAN,UT,Public Use
C11,AMANA,ACE,AMANA,IA,Public Use
BFD,BRADFORD RGNL,AEA,BRADFORD,PA,Public Use
RWL,RAWLINS MUNI/HARVEY FIELD,ANM,RAWLINS,WY,Public Use
IRS,KIRSCH MUNI,AGL,STURGIS,MI,Public Use
LZD,DANIELSON,ANE,DANIELSON,CT,Public Use
RI9,DOWNTOWN PROVIDENCE HELISTOP,ANE,PROVIDENCE,RI,Public Use
EMM,KEMMERER MUNI,ANM,KEMMERER,WY,Public Use
PRO,PERRY MUNI,ACE,PERRY,IA,Public Use
CWI,CLINTON MUNI,ACE,CLINTON,IA,Public Use
09N,AIRHAVEN,AEA,STAATSBURG,NY,Public Use
P15,BROKENSTRAW,AEA,PITTSFIELD,PA,Public Use
C73,DIXON MUNI-CHARLES R. WALGREEN FIELD,AGL,DIXON,IL,Public Use
3TR,JERRY TYLER MEMORIAL,AGL,NILES,MI,Public Use
1M8,MYRICKS,ANE,BERKLEY,MA,Public Use
0O9,WARD FIELD,AWP,GASQUET,CA,Public Use
44G,BETZ,AGL,BLISSFIELD,MI,Public Use
ADG,LENAWEE COUNTY,AGL,ADRIAN,MI,Public Use
BFF,WESTERN NEBRASKA RGNL/WILLIAM B. HEILIG FI,ACE,SCOTTSBLUFF,NE,Public Use
TAN,TAUNTON MUNI - KING FIELD,ANE,TAUNTON,MA,Public Use
A28,FORT BIDWELL,AWP,FORT BIDWELL,CA,Public Use
TZT,BELLE PLAINE MUNI,ACE,BELLE PLAINE,IA,Public Use
80V,MEDICINE BOW,ANM,MEDICINE BOW,WY,Public Use
CID,THE EASTERN IOWA,ACE,CEDAR RAPIDS,IA,Federalized/Commercial
A32,BUTTE VALLEY,AWP,DORRIS,CA,Public Use
O81,TULELAKE MUNI,AWP,TULELAKE,CA,Public Use
RPJ,ROCHELLE MUNI AIRPORT-KORITZ FIELD,AGL,ROCHELLE,IL,Public Use
DPA,DUPAGE,AGL,CHICAGO/WEST CHICAGO,IL,Public Use
8G2,CORRY-LAWRENCE,AEA,CORRY,PA,Public Use
PYM,PLYMOUTH MUNI,ANE,PLYMOUTH,MA,Public Use
4B9,SIMSBURY,ANE,SIMSBURY,CT,Public Use
88G,GRADOLPH FLD,AGL,PETERSBURG,MI,Public Use
SFZ,NORTH CENTRAL STATE,ANE,PAWTUCKET,RI,Public Use
JYM,HILLSDALE MUNI,AGL,HILLSDALE,MI,Public Use
7B9,ELLINGTON,ANE,ELLINGTON,CT,Public Use
7B6,SKYLARK AIRPARK,ANE,WAREHOUSE POINT,CT,Public Use
OEB,BRANCH COUNTY MEMORIAL,AGL,COLDWATER,MI,Public Use
DKB,DE KALB TAYLOR MUNI,AGL,DE KALB,IL,Public Use
BDL,BRADLEY INTL,ANE,WINDSOR LOCKS,CT,Federalized/Commercial
TTF,CUSTER,AGL,MONROE,MI,Public Use
C20,ANDREWS UNIVERSITY AIRPARK,AGL,BERRIEN SPRINGS,MI,Public Use
10U,OWYHEE,AWP,OWYHEE,NV,Public Use
E85,DENIO JUNCTION,AWP,DENIO,NV,Public Use
C44,TOUTANT,ANE,PUTNAM,CT,Public Use
HAI,THREE RIVERS MUNI DR HAINES,AGL,THREE RIVERS,MI,Public Use
TIF,THOMAS COUNTY,ACE,THEDFORD,NE,Public Use
34G,MERILLAT,AGL,TECUMSEH,MI,Public Use
06U,JACKPOT/HAYDEN FIELD,AWP,JACKPOT,NV,Public Use
ORD,CHICAGO O'HARE INTL,AGL,CHICAGO,IL,Federalized/Commercial
46N,SKY PARK,AEA,RED HOOK,NY,Public Use
20N,KINGSTON-ULSTER,AEA,KINGSTON,NY,Public Use
OFK,NORFOLK RGNL/KARL STEFAN MEMORIAL FLD,ACE,NORFOLK,NE,Public Use
DNS,DENISON MUNI,ACE,DENISON,IA,Public Use
8C5,TOLEDO MUNI,ACE,TOLEDO,IA,Public Use
06C,SCHAUMBURG RGNL,AGL,CHICAGO/SCHAUMBURG,IL,Public Use
AMW,AMES MUNI,ACE,AMES,IA,Public Use
C91,DOWAGIAC MUNI,AGL,DOWAGIAC,MI,Public Use
1B9,MANSFIELD MUNI,ANE,MANSFIELD,MA,Public Use
4S7,MALIN,ANM,MALIN,OR,Public Use
K36,ONAWA MUNI,ACE,ONAWA,IA,Public Use
1V2,GRANT COUNTY,ACE,HYANNIS,NE,Public Use
MA6,MONPONSETT POND,ANE,HALIFAX,MA,Public Use
26U,MC DERMITT STATE,ANM,MC DERMITT,OR,Public Use
EFW,JEFFERSON MUNI,ACE,JEFFERSON,IA,Public Use
W87,BUZZWICK,AGL,CARLETON,MI,Public Use
2T7,VAN CAMP'S,AGL,TECUMSEH,MI,Public Use
3U0,MURPHY HOT SPRINGS,ANM,THREE CREEK,ID,Public Use
3TE,MEYERS-DIVER'S,AGL,TECUMSEH,MI,Public Use
28M,CRANLAND,ANE,HANSON,MA,Public Use
C17,MARION,ACE,MARION,IA,Public Use
C55,OGLE COUNTY,AGL,MOUNT MORRIS,IL,Public Use
U06,COKEVILLE MUNI,ANM,COKEVILLE,WY,Public Use
SFY,TRI-TOWNSHIP,AGL,SAVANNA,IL,Public Use
CIN,ARTHUR N NEU,ACE,CARROLL,IA,Public Use
4H1,SCHAUMBURG MUNI HELISTOP,AGL,CHICAGO/SCHAUMBURG,IL,Public Use
BNW,BOONE MUNI,ACE,BOONE,IA,Public Use
MHN,HOOKER COUNTY,ACE,MULLEN,NE,Public Use
OQW,MAQUOKETA MUNI,ACE,MAQUOKETA,IA,Public Use
AIA,ALLIANCE MUNI,ACE,ALLIANCE,NE,Public Use
EAN,PHIFER AIRFIELD,ANM,WHEATLAND,WY,Public Use
TOR,TORRINGTON MUNI,ANM,TORRINGTON,WY,Public Use
8G3,GIERMEK EXECUTIVE,AEA,OLEAN,NY,Public Use
PVC,PROVINCETOWN MUNI,ANE,PROVINCETOWN,MA,Public Use
BOK,BROOKINGS,ANM,BROOKINGS,OR,Public Use
7N4,HONEY ACRES,AGL,CLINTON,MI,Public Use
CZG,TRI-CITIES,AEA,ENDICOTT,NY,Public Use
ERI,ERIE INTL/TOM RIDGE FIELD,AEA,ERIE,PA,Federalized/Commercial
6G8,SHAMROCK FLD,AGL,BROOKLYN,MI,Public Use
GHG,MARSHFIELD MUNI - GEORGE HARLOW FIELD,ANE,MARSHFIELD,MA,Public Use
ONZ,GROSSE ILE MUNI,AGL,DETROIT/GROSSE ILE,MI,Public Use
3B0,SOUTHBRIDGE MUNI,ANE,SOUTHBRIDGE,MA,Public Use
3S4,ILLINOIS VALLEY,ANM,CAVE JUNCTION,OR,Public Use
